city,month,tmean
Portland,1,5.168900012969971
Portland,2,6.360099792480469
Portland,3,8.408499717712402
Portland,4,10.75220012664795
Portland,5,14.22599983215332
Portland,6,16.80299949645996
Portland,7,20.039600372314453
Portland,8,20.305099487304688
Portland,9,17.53730010986328
Portland,10,12.461400032043457
Portland,11,7.894899845123291
Portland,12,4.94379997253418
Eugene,1,5.070799827575684
Eugene,2,6.16409969329834
Eugene,3,8.00160026550293
Eugene,4,10.035999298095703
Eugene,5,13.140199661254883
Eugene,6,15.878899574279785
Eugene,7,19.556798934936523
Eugene,8,19.642398834228516
Eugene,9,16.967300415039062
Eugene,10,11.893499374389648
Eugene,11,7.469799995422363
Eugene,12,4.744199752807617
Salem,1,5.242700099945068
Salem,2,6.341899871826172
Salem,3,8.198100090026855
Salem,4,10.280699729919434
Salem,5,13.744099617004395
Salem,6,16.43470001220703
Salem,7,19.96769905090332
Salem,8,20.128398895263672
Salem,9,17.368398666381836
Salem,10,12.266900062561035
Salem,11,7.722899913787842
Salem,12,4.898799896240234
Gresham,1,5.079599857330322
Gresham,2,6.2500996589660645
Gresham,3,8.153299331665039
Gresham,4,10.517600059509277
Gresham,5,14.017699241638184
Gresham,6,16.505300521850586
Gresham,7,19.886699676513672
Gresham,8,20.15399932861328
Gresham,9,17.443099975585938
Gresham,10,12.338299751281738
Gresham,11,7.743299961090088
Gresham,12,4.805999755859375
Hillsboro,1,5.034899711608887
Hillsboro,2,6.177799701690674
Hillsboro,3,8.213299751281738
Hillsboro,4,10.484399795532227
Hillsboro,5,14.076499938964844
Hillsboro,6,16.652099609375
Hillsboro,7,19.982898712158203
Hillsboro,8,20.170799255371094
Hillsboro,9,17.354799270629883
Hillsboro,10,12.152599334716797
Hillsboro,11,7.549499988555908
Hillsboro,12,4.723499774932861
Bend,1,0.5577999949455261
Bend,2,1.4383000135421753
Bend,3,3.8513998985290527
Bend,4,6.18589973449707
Bend,5,10.30270004272461
Bend,6,13.751599311828613
Bend,7,18.37889862060547
Bend,8,18.187999725341797
Bend,9,14.225099563598633
Bend,10,8.607099533081055
Bend,11,3.2716000080108643
Bend,12,-0.22849999368190765
Beaverton,1,5.133899688720703
Beaverton,2,6.2683000564575195
Beaverton,3,8.2677001953125
Beaverton,4,10.562899589538574
Beaverton,5,14.029999732971191
Beaverton,6,16.586299896240234
Beaverton,7,19.920900344848633
Beaverton,8,20.15530014038086
Beaverton,9,17.369998931884766
Beaverton,10,12.21560001373291
Beaverton,11,7.628499984741211
Beaverton,12,4.768199920654297
Medford,1,4.434000015258789
Medford,2,6.335799694061279
Medford,3,8.304900169372559
Medford,4,10.672200202941895
Medford,5,14.680599212646484
Medford,6,18.14099884033203
Medford,7,22.48740005493164
Medford,8,22.224599838256836
Medford,9,18.617799758911133
Medford,10,12.590499877929688
Medford,11,7.134999752044678
Medford,12,3.9275999069213867
Springfield,1,5.035899639129639
Springfield,2,6.163300037384033
Springfield,3,7.985699653625488
Springfield,4,10.028499603271484
Springfield,5,13.145099639892578
Springfield,6,15.865900039672852
Springfield,7,19.507999420166016
Springfield,8,19.58639907836914
Springfield,9,16.920799255371094
Springfield,10,11.89069938659668
Springfield,11,7.457699775695801
Springfield,12,4.70989990234375
Corvallis,1,5.060499668121338
Corvallis,2,6.196499824523926
Corvallis,3,8.029500007629395
Corvallis,4,10.078499794006348
Corvallis,5,13.348799705505371
Corvallis,6,16.044898986816406
Corvallis,7,19.535900115966797
Corvallis,8,19.63559913635254
Corvallis,9,17.0221004486084
Corvallis,10,11.971099853515625
Corvallis,11,7.5329999923706055
Corvallis,12,4.695300102233887
Albany,1,5.094599723815918
Albany,2,6.240299701690674
Albany,3,8.086699485778809
Albany,4,10.174099922180176
Albany,5,13.451499938964844
Albany,6,16.138500213623047
Albany,7,19.627300262451172
Albany,8,19.712400436401367
Albany,9,17.08650016784668
Albany,10,12.02929973602295
Albany,11,7.567099571228027
Albany,12,4.719099998474121
Tigard,1,5.156099796295166
Tigard,2,6.303999900817871
Tigard,3,8.2972993850708
Tigard,4,10.568699836730957
Tigard,5,14.02199935913086
Tigard,6,16.60059928894043
Tigard,7,19.942798614501953
Tigard,8,20.169198989868164
Tigard,9,17.41659927368164
Tigard,10,12.266900062561035
Tigard,11,7.674899578094482
Tigard,12,4.792999744415283
Lake Oswego,1,5.331199645996094
Lake Oswego,2,6.51609992980957
Lake Oswego,3,8.530499458312988
Lake Oswego,4,10.930099487304688
Lake Oswego,5,14.354199409484863
Lake Oswego,6,16.9424991607666
Lake Oswego,7,20.25469970703125
Lake Oswego,8,20.480798721313477
Lake Oswego,9,17.72519874572754
Lake Oswego,10,12.618199348449707
Lake Oswego,11,8.005800247192383
Lake Oswego,12,5.049799919128418
Keizer,1,5.264100074768066
Keizer,2,6.376399993896484
Keizer,3,8.227099418640137
Keizer,4,10.320499420166016
Keizer,5,13.790800094604492
Keizer,6,16.464399337768555
Keizer,7,19.97749900817871
Keizer,8,20.110599517822266
Keizer,9,17.360898971557617
Keizer,10,12.27810001373291
Keizer,11,7.741499900817871
Keizer,12,4.911099910736084
Grants Pass,1,4.734799861907959
Grants Pass,2,6.453399658203125
Grants Pass,3,8.39799976348877
Grants Pass,4,10.685400009155273
Grants Pass,5,14.547599792480469
Grants Pass,6,17.923799514770508
Grants Pass,7,21.960599899291992
Grants Pass,8,21.644298553466797
Grants Pass,9,18.21150016784668
Grants Pass,10,12.509900093078613
Grants Pass,11,7.405299663543701
Grants Pass,12,4.223499774932861
Oregon City,1,5.276400089263916
Oregon City,2,6.454099655151367
Oregon City,3,8.432700157165527
Oregon City,4,10.830900192260742
Oregon City,5,14.225500106811523
Oregon City,6,16.81009864807129
Oregon City,7,20.175498962402344
Oregon City,8,20.400999069213867
Oregon City,9,17.65869903564453
Oregon City,10,12.564799308776855
Oregon City,11,7.945099830627441
Oregon City,12,4.9899001121521
McMinnville,1,5.113499641418457
McMinnville,2,6.26099967956543
McMinnville,3,8.081500053405762
McMinnville,4,10.21780014038086
McMinnville,5,13.68079948425293
McMinnville,6,16.34510040283203
McMinnville,7,19.92569923400879
McMinnville,8,20.10070037841797
McMinnville,9,17.305700302124023
McMinnville,10,12.127299308776855
McMinnville,11,7.604799747467041
McMinnville,12,4.813199996948242
Redmond,1,1.1021000146865845
Redmond,2,2.1191999912261963
Redmond,3,4.607800006866455
Redmond,4,7.005300045013428
Redmond,5,11.170000076293945
Redmond,6,14.694600105285645
Redmond,7,19.13789939880371
Redmond,8,18.842599868774414
Redmond,9,14.732599258422852
Redmond,10,9.041199684143066
Redmond,11,3.8245999813079834
Redmond,12,0.3401999771595001
Tualatin,1,5.306999683380127
Tualatin,2,6.465399742126465
Tualatin,3,8.43970012664795
Tualatin,4,10.768599510192871
Tualatin,5,14.190799713134766
Tualatin,6,16.802099227905273
Tualatin,7,20.164798736572266
Tualatin,8,20.36349868774414
Tualatin,9,17.594499588012695
Tualatin,10,12.46869945526123
Tualatin,11,7.870899677276611
Tualatin,12,4.971199989318848
West Linn,1,5.276400089263916
West Linn,2,6.454099655151367
West Linn,3,8.432700157165527
West Linn,4,10.830900192260742
West Linn,5,14.225500106811523
West Linn,6,16.81009864807129
West Linn,7,20.175498962402344
West Linn,8,20.400999069213867
West Linn,9,17.65869903564453
West Linn,10,12.564799308776855
West Linn,11,7.945099830627441
West Linn,12,4.9899001121521
Wilsonville,1,5.335000038146973
Wilsonville,2,6.4803996086120605
Wilsonville,3,8.403299331665039
Wilsonville,4,10.700200080871582
Wilsonville,5,14.125699996948242
Wilsonville,6,16.7903995513916
Wilsonville,7,20.182498931884766
Wilsonville,8,20.332599639892578
Wilsonville,9,17.539899826049805
Wilsonville,10,12.448699951171875
Wilsonville,11,7.8643999099731445
Wilsonville,12,4.987400054931641
Forest Grove,1,4.921000003814697
Forest Grove,2,6.053299903869629
Forest Grove,3,8.064199447631836
Forest Grove,4,10.329299926757812
Forest Grove,5,13.945899963378906
Forest Grove,6,16.543298721313477
Forest Grove,7,19.873899459838867
Forest Grove,8,20.0757999420166
Forest Grove,9,17.281200408935547
Forest Grove,10,12.074799537658691
Forest Grove,11,7.454999923706055
Forest Grove,12,4.591300010681152
Woodburn,1,5.242499828338623
Woodburn,2,6.39579963684082
Woodburn,3,8.258299827575684
Woodburn,4,10.448999404907227
Woodburn,5,13.857500076293945
Woodburn,6,16.51140022277832
Woodburn,7,19.90839958190918
Woodburn,8,20.05139923095703
Woodburn,9,17.303499221801758
Woodburn,10,12.273599624633789
Woodburn,11,7.729300022125244
Woodburn,12,4.87939977645874
Newberg,1,5.2881999015808105
Newberg,2,6.429199695587158
Newberg,3,8.321199417114258
Newberg,4,10.52929973602295
Newberg,5,13.990599632263184
Newberg,6,16.64659881591797
Newberg,7,20.082698822021484
Newberg,8,20.223299026489258
Newberg,9,17.445798873901367
Newberg,10,12.342499732971191
Newberg,11,7.787600040435791
Newberg,12,4.950999736785889
Happy Valley,1,4.901099681854248
Happy Valley,2,6.026899814605713
Happy Valley,3,7.7657999992370605
Happy Valley,4,10.125699996948242
Happy Valley,5,13.509900093078613
Happy Valley,6,15.953299522399902
Happy Valley,7,19.38559913635254
Happy Valley,8,19.715599060058594
Happy Valley,9,17.157699584960938
Happy Valley,10,12.13700008392334
Happy Valley,11,7.508999824523926
Happy Valley,12,4.5665998458862305
Roseburg,1,5.739899635314941
Roseburg,2,7.039599895477295
Roseburg,3,8.860599517822266
Roseburg,4,10.912199974060059
Roseburg,5,14.400899887084961
Roseburg,6,17.36079978942871
Roseburg,7,21.11829948425293
Roseburg,8,21.088600158691406
Roseburg,9,18.20909881591797
Roseburg,10,12.835899353027344
Roseburg,11,8.286799430847168
Roseburg,12,5.279299736022949
Klamath Falls,1,-0.663100004196167
Klamath Falls,2,1.082800030708313
Klamath Falls,3,3.466399908065796
Klamath Falls,4,5.860799789428711
Klamath Falls,5,10.245599746704102
Klamath Falls,6,14.087800025939941
Klamath Falls,7,18.649398803710938
Klamath Falls,8,17.925800323486328
Klamath Falls,9,14.09939956665039
Klamath Falls,10,8.356900215148926
Klamath Falls,11,2.50219988822937
Klamath Falls,12,-1.1639999151229858
Ashland,1,3.8794000148773193
Ashland,2,5.4944000244140625
Ashland,3,7.383299827575684
Ashland,4,9.656499862670898
Ashland,5,13.697799682617188
Ashland,6,17.173599243164062
Ashland,7,21.52349853515625
Ashland,8,21.21780014038086
Ashland,9,17.601200103759766
Ashland,10,11.723499298095703
Ashland,11,6.486299991607666
Ashland,12,3.333699941635132
Milwaukie,1,5.3329997062683105
Milwaukie,2,6.534299850463867
Milwaukie,3,8.566999435424805
Milwaukie,4,10.960599899291992
Milwaukie,5,14.405299186706543
Milwaukie,6,16.99090003967285
Milwaukie,7,20.250900268554688
Milwaukie,8,20.492198944091797
Milwaukie,9,17.738800048828125
Milwaukie,10,12.65719985961914
Milwaukie,11,8.06190013885498
Milwaukie,12,5.089600086212158
Sherwood,1,5.318699836730957
Sherwood,2,6.4544997215271
Sherwood,3,8.4141998291015625
Sherwood,4,10.714399337768555
Sherwood,5,14.185400009155273
Sherwood,6,16.80150032043457
Sherwood,7,20.138099670410156
Sherwood,8,20.320798873901367
Sherwood,9,17.536399841308594
Sherwood,10,12.421199798583984
Sherwood,11,7.83459997177124
Sherwood,12,4.979700088500977
Hermiston,1,1.6828999519348145
Hermiston,2,3.634999990463257
Hermiston,3,7.421799659729004
Hermiston,4,11.11609935760498
Hermiston,5,15.608200073242188
Hermiston,6,19.143199920654297
Hermiston,7,23.399398803710938
Hermiston,8,22.83049964904785
Hermiston,9,18.073299407958984
Hermiston,10,11.47659969329834
Hermiston,11,5.332399845123291
Hermiston,12,1.5691999197006226
Central Point,1,4.575200080871582
Central Point,2,6.512499809265137
Central Point,3,8.4813995361328125
Central Point,4,10.904399871826172
Central Point,5,14.902799606323242
Central Point,6,18.362199783325195
Central Point,7,22.706798553466797
Central Point,8,22.431900024414062
Central Point,9,18.8435001373291
Central Point,10,12.812299728393555
Central Point,11,7.283899784088135
Central Point,12,4.0665998458862305
Lebanon,1,4.955999851226807
Lebanon,2,6.081399917602539
Lebanon,3,7.946899890899658
Lebanon,4,10.01830005645752
Lebanon,5,13.279699325561523
Lebanon,6,15.964799880981445
Lebanon,7,19.424400329589844
Lebanon,8,19.54599952697754
Lebanon,9,16.882999420166016
Lebanon,10,11.853300094604492
Lebanon,11,7.408199787139893
Lebanon,12,4.603600025177002
Canby,1,5.36959981918335
Canby,2,6.5127997398376465
Canby,3,8.420199394226074
Canby,4,10.740699768066406
Canby,5,14.127799987792969
Canby,6,16.794300079345703
Canby,7,20.19769859313965
Canby,8,20.32969856262207
Canby,9,17.53219985961914
Canby,10,12.469499588012695
Canby,11,7.886899948120117
Canby,12,5.007199764251709
Pendleton,1,1.7942999601364136
Pendleton,2,3.607499837875366
Pendleton,3,7.131099700927734
Pendleton,4,10.39069938659668
Pendleton,5,14.66659927368164
Pendleton,6,18.35890007019043
Pendleton,7,22.830799102783203
Pendleton,8,22.265899658203125
Pendleton,9,17.589599609375
Pendleton,10,11.201299667358398
Pendleton,11,5.2114996910095215
Pendleton,12,1.5484999418258667
Dallas,1,4.701699733734131
Dallas,2,5.902599811553955
Dallas,3,7.751899719238281
Dallas,4,9.822099685668945
Dallas,5,13.20729923248291
Dallas,6,15.760899543762207
Dallas,7,19.27859878540039
Dallas,8,19.511999130249023
Dallas,9,17.079700469970703
Dallas,10,12.013899803161621
Dallas,11,7.285299777984619
Dallas,12,4.406399726867676
Troutdale,1,5.040499687194824
Troutdale,2,6.301499843597412
Troutdale,3,8.441900253295898
Troutdale,4,10.87969970703125
Troutdale,5,14.36989974975586
Troutdale,6,16.923198699951172
Troutdale,7,20.2362003326416
Troutdale,8,20.477399826049805
Troutdale,9,17.666898727416992
Troutdale,10,12.642499923706055
Troutdale,11,8.010899543762207
Troutdale,12,4.875199794769287
The Dalles,1,2.236599922180176
The Dalles,2,4.079699993133545
The Dalles,3,7.149199962615967
The Dalles,4,10.403900146484375
The Dalles,5,14.760899543762207
The Dalles,6,17.924999237060547
The Dalles,7,21.81719970703125
The Dalles,8,21.794599533081055
The Dalles,9,17.764598846435547
The Dalles,10,11.465700149536133
The Dalles,11,5.588299751281738
The Dalles,12,2.1414999961853027
Coos Bay,1,8.116999626159668
Coos Bay,2,8.334699630737305
Coos Bay,3,8.768499374389648
Coos Bay,4,9.920299530029297
Coos Bay,5,12.00409984588623
Coos Bay,6,13.821399688720703
Coos Bay,7,15.219399452209473
Coos Bay,8,15.51039981842041
Coos Bay,9,14.777599334716797
Coos Bay,10,12.593999862670898
Coos Bay,11,9.791799545288086
Coos Bay,12,7.828499794006348
St. Helens,1,4.896599769592285
St. Helens,2,6.108500003814697
St. Helens,3,8.197099685668945
St. Helens,4,10.501199722290039
St. Helens,5,13.98699951171875
St. Helens,6,16.497499465942383
St. Helens,7,19.781099319458008
St. Helens,8,20.06719970703125
St. Helens,9,17.3627986907959
St. Helens,10,12.181300163269043
St. Helens,11,7.627999782562256
St. Helens,12,4.6967997550964355
La Grande,1,-0.43309998512268066
La Grande,2,1.3508999347686768
La Grande,3,4.712199687957764
La Grande,4,7.585899829864502
La Grande,5,11.976299285888672
La Grande,6,15.457999229431152
La Grande,7,19.959999084472656
La Grande,8,19.680700302124023
La Grande,9,15.196499824523926
La Grande,10,8.918499946594238
La Grande,11,3.3633999824523926
La Grande,12,-0.6021999716758728
Cornelius,1,5.066400051116943
Cornelius,2,6.209499835968018
Cornelius,3,8.227499961853027
Cornelius,4,10.498600006103516
Cornelius,5,14.104799270629883
Cornelius,6,16.6830997467041
Cornelius,7,20.01059913635254
Cornelius,8,20.20709991455078
Cornelius,9,17.399999618530273
Cornelius,10,12.202099800109863
Cornelius,11,7.593999862670898
Cornelius,12,4.761099815368652
Sandy,1,4.820099830627441
Sandy,2,5.888499736785889
Sandy,3,7.643799781799316
Sandy,4,10.014999389648438
Sandy,5,13.373600006103516
Sandy,6,15.830299377441406
Sandy,7,19.199499130249023
Sandy,8,19.519298553466797
Sandy,9,16.936899185180664
Sandy,10,11.989999771118164
Sandy,11,7.496199607849121
Sandy,12,4.542699813842773
Gladstone,1,5.339600086212158
Gladstone,2,6.548999786376953
Gladstone,3,8.586299896240234
Gladstone,4,11.042799949645996
Gladstone,5,14.448599815368652
Gladstone,6,17.062198638916016
Gladstone,7,20.385799407958984
Gladstone,8,20.587499618530273
Gladstone,9,17.787599563598633
Gladstone,10,12.695899963378906
Gladstone,11,8.053099632263184
Gladstone,12,5.067599773406982
Ontario,1,-1.1104999780654907
Ontario,2,2.2495999336242676
Ontario,3,6.991699695587158
Ontario,4,10.507399559020996
Ontario,5,15.589599609375
Ontario,6,19.695899963378906
Ontario,7,24.637699127197266
Ontario,8,23.534198760986328
Ontario,9,18.020198822021484
Ontario,10,10.908199310302734
Ontario,11,3.85509991645813
Ontario,12,-0.7894999980926514
Monmouth,1,4.960599899291992
Monmouth,2,6.144899845123291
Monmouth,3,8.004799842834473
Monmouth,4,10.092700004577637
Monmouth,5,13.44950008392334
Monmouth,6,16.088998794555664
Monmouth,7,19.571399688720703
Monmouth,8,19.73819923400879
Monmouth,9,17.16619873046875
Monmouth,10,12.103899955749512
Monmouth,11,7.486499786376953
Monmouth,12,4.630799770355225
Prineville,1,1.202799916267395
Prineville,2,2.188199996948242
Prineville,3,4.6682000160217285
Prineville,4,7.0513997077941895
Prineville,5,11.209099769592285
Prineville,6,14.674099922180176
Prineville,7,19.057498931884766
Prineville,8,18.747299194335938
Prineville,9,14.731100082397461
Prineville,10,9.146299362182617
Prineville,11,3.9176998138427734
Prineville,12,0.4432999789714813
Cottage Grove,1,5.143899917602539
Cottage Grove,2,6.27679967880249
Cottage Grove,3,7.985699653625488
Cottage Grove,4,10.052299499511719
Cottage Grove,5,13.269399642944336
Cottage Grove,6,15.951199531555176
Cottage Grove,7,19.43549919128418
Cottage Grove,8,19.55099868774414
Cottage Grove,9,16.894899368286133
Cottage Grove,10,12.066899299621582
Cottage Grove,11,7.611999988555908
Cottage Grove,12,4.711899757385254
Silverton,1,5.083600044250488
Silverton,2,6.246500015258789
Silverton,3,8.109600067138672
Silverton,4,10.274199485778809
Silverton,5,13.652999877929688
Silverton,6,16.318500518798828
Silverton,7,19.646499633789062
Silverton,8,19.80739974975586
Silverton,9,17.13129997253418
Silverton,10,12.113199234008789
Silverton,11,7.59089994430542
Silverton,12,4.710700035095215
Fairview,1,5.084399700164795
Fairview,2,6.3516998291015625
Fairview,3,8.502599716186523
Fairview,4,10.928299903869629
Fairview,5,14.421499252319336
Fairview,6,16.987098693847656
Fairview,7,20.289499282836914
Fairview,8,20.51689910888672
Fairview,9,17.7012996673584
Fairview,10,12.669099807739258
Fairview,11,8.046299934387207
Fairview,12,4.917699813842773
